"vendorid","tpep_pickup_datetime","tpep_dropoff_datetime","passenger_count","trip_distance","ratecodeid","store_and_fwd_flag","pulocationid","dolocationid","payment_type","fare_amount","extra","mta_tax","tip_amount","tolls_amount","improvement_surcharge","total_amount"
"2","2018-12-31T23:53:52.000","2019-01-01T00:03:36.000","5","2.33","1","N","233","140","2","9.5","0.5","0.5","0","0","0.3","10.8"
"2","2018-12-31T23:53:51.000","2019-01-01T00:03:24.000","1","2.50","1","N","246","234","1","10","0.5","0.5","2.26","0","0.3","13.56"
"2","2018-12-31T23:53:49.000","2019-01-01T00:00:56.000","1","0.78","1","N","79","79","1","6","0.5","0.5","1.46","0","0.3","8.76"
"2","2018-12-31T23:53:47.000","2019-01-01T00:01:03.000","5","1.06","1","N","231","148","1","6.5","0.5","0.5","1.56","0","0.3","9.36"
"1","2018-12-31T23:53:46.000","2019-01-01T00:06:03.000","1","3.00","1","N","48","238","2","12","0.5","0.5","0","0","0.3","13.3"
"2","2018-12-31T23:53:44.000","2019-01-01T00:02:08.000","1","1.15","1","N","68","249","1","7","0.5","0.5","0","0","0.3","8.3"
"2","2018-12-31T23:53:44.000","2018-12-31T23:55:08.000","1","0.42","1","N","239","142","1","3.5","0.5","0.5","0.96","0","0.3","5.76"
"1","2018-12-31T23:53:44.000","2019-01-01T00:15:35.000","1","9.30","1","N","144","42","2","28","0.5","0.5","0","0","0.3","29.3"
"1","2018-12-31T23:53:43.000","2019-01-01T00:05:40.000","2","2.80","1","N","79","66","1","12","0.5","0.5","2.65","0","0.3","15.95"
"2","2018-12-31T23:53:42.000","2019-01-01T00:12:21.000","2","2.21","1","N","142","142","1","13","0.5","0.5","3.58","0","0.3","17.88"
"1","2018-12-31T23:53:40.000","2018-12-31T23:59:26.000","2","1.10","1","N","263","239","1","6.5","0.5","0.5","1.2","0","0.3","9"
"1","2018-12-31T23:53:40.000","2019-01-01T00:15:40.000","2","2.40","1","N","186","163","1","14.5","0.5","0.5","0","0","0.3","15.8"
"1","2018-12-31T23:53:40.000","2019-01-01T00:03:07.000","1","2.50","1","N","239","152","2","10","0.5","0.5","0","0","0.3","11.3"
"2","2018-12-31T23:53:39.000","2019-01-01T00:20:42.000","1","17.72","2","N","132","79","1","52","0","0.5","11.71","5.76","0.3","70.27"
"1","2018-12-31T23:53:38.000","2019-01-01T00:13:02.000","1","4.00","1","N","228","97","2","16.5","0.5","0.5","0","0","0.3","17.8"
"1","2018-12-31T23:53:38.000","2019-01-01T00:00:20.000","1","0.40","1","N","68","158","2","5.5","0.5","0.5","0","0","0.3","6.8"
"2","2018-12-31T23:53:36.000","2019-01-01T00:08:41.000","1","1.71","1","N","113","137","1","10.5","0.5","0.5","0","0","0.3","11.8"
"2","2018-12-31T23:53:33.000","2019-01-01T00:05:17.000","5","2.82","1","N","151","237","2","11","0.5","0.5","0","0","0.3","12.3"
"1","2018-12-31T23:53:31.000","2019-01-01T00:24:57.000","1","8.80","1","N","142","56","2","30","0.5","0.5","0","0","0.3","31.3"
"1","2018-12-31T23:53:29.000","2018-12-31T23:58:16.000","2","1.50","1","N","79","233","1","6.5","0.5","0.5","1","0","0.3","8.8"
"2","2018-12-31T23:53:26.000","2019-01-01T00:00:42.000","3","1.86","1","N","236","237","2","8","0.5","0.5","0","0","0.3","9.3"
"2","2018-12-31T23:53:26.000","2019-01-01T00:09:56.000","1","6.53","1","N","211","228","1","19.5","0.5","0.5","5.2","0","0.3","26"
"2","2018-12-31T23:53:25.000","2018-12-31T23:53:38.000","1","0.00","2","N","238","238","1","52","0","0.5","11.71","5.76","0.3","70.27"
"2","2018-12-31T23:53:25.000","2019-01-01T00:07:22.000","1","1.94","1","N","161","107","1","10.5","0.5","0.5","2.36","0","0.3","14.16"
"1","2018-12-31T23:53:25.000","2019-01-01T00:25:36.000","3","20.80","4","N","138","265","2","75.5","0.5","0.5","0","5.76","0.3","82.56"
"2","2018-12-31T23:53:24.000","2018-12-31T23:55:53.000","5","0.46","1","N","239","239","2","4","0.5","0.5","0","0","0.3","5.3"
"1","2018-12-31T23:53:23.000","2018-12-31T23:59:15.000","1","2.10","1","N","236","74","2","8","0.5","0.5","0","0","0.3","9.3"
"1","2018-12-31T23:53:23.000","2019-01-01T00:07:37.000","1","1.60","1","N","164","68","2","10","0.5","0.5","0","0","0.3","11.3"
"1","2018-12-31T23:53:22.000","2018-12-31T23:56:15.000","1","0.50","1","N","144","79","1","4","0.5","0.5","3","0","0.3","8.3"
"2","2018-12-31T23:53:22.000","2019-01-01T00:16:38.000","5","8.91","1","N","239","33","1","26.5","0.5","0.5","8.34","0","0.3","36.14"
"1","2018-12-31T23:53:21.000","2018-12-31T23:55:05.000","1","0.30","1","N","7","7","2","3.5","0.5","0.5","0","0","0.3","4.8"
"2","2018-12-31T23:53:20.000","2018-12-31T23:58:28.000","1","0.90","1","N","234","79","1","5.5","0.5","0.5","1.36","0","0.3","8.16"
"1","2018-12-31T23:53:19.000","2019-01-01T00:35:52.000","1","8.80","1","N","170","257","1","33.5","0.5","0.5","6.95","0","0.3","41.75"
"2","2018-12-31T23:53:19.000","2018-12-31T23:59:19.000","1","1.27","1","N","7","179","2","6.5","0.5","0.5","0","0","0.3","7.8"
"1","2018-12-31T23:53:18.000","2018-12-31T23:59:49.000","2","1.10","1","N","68","246","2","6.5","0.5","0.5","0","0","0.3","7.8"
"1","2018-12-31T23:53:18.000","2019-01-01T00:11:23.000","1","4.80","1","N","48","42","4","17","0.5","0.5","0","0","0.3","18.3"
"1","2018-12-31T23:53:17.000","2018-12-31T23:55:45.000","1","0.40","1","N","107","107","1","4","0.5","0.5","0","0","0.3","5.3"
"2","2018-12-31T23:53:17.000","2019-01-01T00:04:24.000","1","2.01","1","N","79","162","2","9.5","0.5","0.5","0","0","0.3","10.8"
"1","2018-12-31T23:53:16.000","2019-01-01T00:24:48.000","1","19.10","2","N","132","236","3","52","0","0.5","0","5.76","0.3","58.56"
"1","2018-12-31T23:53:15.000","2019-01-01T00:06:12.000","3","1.20","1","N","107","170","1","9.5","0.5","0.5","0","0","0.3","10.8"
"2","2018-12-31T23:53:15.000","2019-01-01T00:00:10.000","1","1.45","1","N","196","56","2","7","0.5","0.5","0","0","0.3","8.3"
"2","2018-12-31T23:53:15.000","2019-01-01T00:08:27.000","2","1.51","1","N","186","50","1","10.5","0.5","0.5","0","0","0.3","11.8"
"2","2018-12-31T23:53:14.000","2019-01-01T00:02:59.000","1","3.11","1","N","142","152","2","11","0.5","0.5","0","0","0.3","12.3"
"2","2018-12-31T23:53:14.000","2019-01-01T00:04:20.000","2","0.49","1","N","161","164","1","8","0.5","0.5","1.4","0","0.3","10.7"
"2","2018-12-31T23:53:09.000","2019-01-01T00:00:27.000","1","0.52","1","N","234","107","1","5","0.5","0.5","1.89","0","0.3","8.19"
"1","2018-12-31T23:53:09.000","2019-01-01T00:08:20.000","1","2.30","1","N","161","140","1","11.5","0.5","0.5","3.2","0","0.3","16"
"2","2018-12-31T23:53:07.000","2018-12-31T23:56:15.000","1","0.82","1","N","236","263","2","4.5","0.5","0.5","0","0","0.3","5.8"
"2","2018-12-31T23:53:06.000","2018-12-31T23:54:31.000","1","0.40","1","N","162","162","1","3.5","0.5","0.5","0.96","0","0.3","5.76"
"2","2018-12-31T23:53:05.000","2019-01-01T00:11:05.000","5","2.75","1","N","142","137","1","13.5","0.5","0.5","1.8","0","0.3","16.6"
"1","2018-12-31T23:53:04.000","2019-01-01T00:26:26.000","1","12.40","1","N","132","189","2","37","0.5","0.5","0","0","0.3","38.3"
"1","2018-12-31T23:53:04.000","2018-12-31T23:57:08.000","2","0.40","1","N","236","237","2","4.5","0.5","0.5","0","0","0.3","5.8"
"2","2018-12-31T23:53:02.000","2019-01-01T00:00:57.000","2","1.66","1","N","239","151","1","8","0.5","0.5","1.86","0","0.3","11.16"
"2","2018-12-31T23:53:01.000","2018-12-31T23:54:52.000","1","0.47","1","N","116","116","2","4","0.5","0.5","0","0","0.3","5.3"
"2","2018-12-31T23:53:01.000","2018-12-31T23:57:28.000","2","0.52","1","N","90","234","2","5","0.5","0.5","0","0","0.3","6.3"
"1","2018-12-31T23:53:01.000","2019-01-01T00:25:48.000","4","23.40","1","N","132","220","1","62","0.5","0.5","10.36","5.76","0.3","79.42"
"2","2018-12-31T23:52:58.000","2018-12-31T23:59:26.000","5","1.11","1","N","234","79","1","6.5","0.5","0.5","1.56","0","0.3","9.36"
"2","2018-12-31T23:52:58.000","2018-12-31T23:55:45.000","1","0.57","1","N","141","43","1","4","0.5","0.5","0.5","0","0.3","5.8"
"2","2018-12-31T23:52:58.000","2019-01-01T00:04:33.000","2","2.40","1","N","237","170","1","10","0.5","0.5","2.26","0","0.3","13.56"
"1","2018-12-31T23:52:57.000","2018-12-31T23:57:03.000","1","0.40","1","N","163","161","2","4.5","0.5","0.5","0","0","0.3","5.8"
"2","2018-12-31T23:52:57.000","2019-01-01T00:01:15.000","2","2.76","1","N","141","74","2","10","0.5","0.5","0","0","0.3","11.3"
"1","2018-12-31T23:52:56.000","2018-12-31T23:55:21.000","1","0.60","1","N","141","141","1","4","0.5","0.5","2","0","0.3","7.3"
"2","2018-12-31T23:52:55.000","2018-12-31T23:58:13.000","1","1.32","1","N","74","75","2","6","0.5","0.5","0","0","0.3","7.3"
"2","2018-12-31T23:52:55.000","2019-01-01T00:23:30.000","1","21.08","1","N","132","14","1","56","0.5","0.5","11.46","0","0.3","68.76"
"1","2018-12-31T23:52:54.000","2018-12-31T23:56:13.000","1","0.60","1","N","141","237","1","4.5","0.5","0.5","2","0","0.3","7.8"
"2","2018-12-31T23:52:54.000","2018-12-31T23:55:22.000","2","0.65","1","N","79","107","2","4","0.5","0.5","0","0","0.3","5.3"
"1","2018-12-31T23:52:54.000","2019-01-01T00:05:33.000","1","4.60","1","N","107","75","2","14.5","0.5","0.5","0","0","0.3","15.8"
"2","2018-12-31T23:52:52.000","2019-01-01T00:23:45.000","1","7.02","1","N","151","114","1","26","0.5","0.5","4.5","0","0.3","31.8"
"2","2018-12-31T23:52:51.000","2018-12-31T23:59:36.000","2","0.95","1","N","263","237","1","6.5","0.5","0.5","1.17","0","0.3","8.97"
"1","2018-12-31T23:52:51.000","2019-01-01T00:09:21.000","1","4.30","1","N","263","147","2","15.5","0.5","0.5","0","0","0.3","16.8"
"2","2018-12-31T23:52:49.000","2019-01-01T00:16:13.000","1","9.59","1","N","132","198","1","28","0.5","0.5","7.32","0","0.3","36.62"
"1","2018-12-31T23:52:48.000","2019-01-01T00:05:37.000","2","2.50","1","N","79","87","1","11","0.5","0.5","2.45","0","0.3","14.75"
"2","2018-12-31T23:52:48.000","2019-01-01T00:22:02.000","5","4.74","1","N","233","236","2","20.5","0.5","0.5","0","0","0.3","21.8"
"1","2018-12-31T23:52:47.000","2019-01-01T00:04:19.000","1","1.00","1","N","137","186","1","8.5","0.5","0.5","2","0","0.3","11.8"
"2","2018-12-31T23:52:47.000","2018-12-31T23:59:31.000","5","1.30","1","N","142","237","2","7","0.5","0.5","0","0","0.3","8.3"
"1","2018-12-31T23:52:46.000","2019-01-01T00:26:13.000","2","20.10","1","N","132","26","1","55","0.5","0.5","3.7","0","0.3","60"
"1","2018-12-31T23:52:45.000","2019-01-01T00:03:15.000","1","1.20","1","N","234","246","1","8","0.5","0.5","10","0","0.3","19.3"
"1","2018-12-31T23:52:45.000","2019-01-01T00:07:43.000","1","1.20","1","N","113","234","2","10","0.5","0.5","0","0","0.3","11.3"
"2","2018-12-31T23:52:43.000","2018-12-31T23:56:34.000","1","1.18","1","N","75","74","2","5.5","0.5","0.5","0","0","0.3","6.8"
"1","2018-12-31T23:52:43.000","2018-12-31T23:56:05.000","1","0.60","1","N","233","137","2","4.5","0.5","0.5","0","0","0.3","5.8"
"2","2018-12-31T23:52:43.000","2018-12-31T23:54:39.000","3","0.67","1","N","79","4","2","4","0.5","0.5","0","0","0.3","5.3"
"2","2018-12-31T23:52:41.000","2019-01-01T23:41:00.000","1","0.95","1","N","163","161","2","8","0.5","0.5","0","0","0.3","9.3"
"1","2018-12-31T23:52:40.000","2018-12-31T23:55:17.000","1","1.00","1","N","107","170","1","5","0.5","0.5","1.85","0","0.3","8.15"
"2","2018-12-31T23:52:39.000","2019-01-01T00:05:45.000","1","1.91","1","N","170","68","1","10","0.5","0.5","3.39","0","0.3","14.69"
"2","2018-12-31T23:52:38.000","2019-01-01T00:04:32.000","5","4.46","1","N","148","261","1","15","0.5","0.5","3.8","0","0.3","20.1"
"2","2018-12-31T23:52:37.000","2019-01-01T00:00:24.000","1","2.20","1","N","263","74","2","8.5","0.5","0.5","0","0","0.3","9.8"
"2","2018-12-31T23:52:36.000","2019-01-01T00:08:04.000","3","2.79","1","N","48","141","1","12.5","0.5","0.5","2.76","0","0.3","16.56"
"2","2018-12-31T23:52:35.000","2019-01-01T00:03:08.000","1","0.96","1","N","170","186","1","8","0.5","0.5","2.32","0","0.3","11.62"
"2","2018-12-31T23:52:34.000","2019-01-01T00:08:19.000","1","2.75","1","N","50","140","1","12.5","0.5","0.5","2.76","0","0.3","16.56"
"2","2018-12-31T23:52:33.000","2019-01-01T00:16:47.000","1","6.56","1","N","43","157","2","22.5","0.5","0.5","0","0","0.3","23.8"
"2","2018-12-31T23:52:32.000","2018-12-31T23:54:41.000","1","0.46","1","N","152","166","2","4","0.5","0.5","0","0","0.3","5.3"
"2","2018-12-31T23:52:32.000","2019-01-01T00:18:41.000","1","14.02","1","N","138","186","1","40","0.5","0.5","9.41","5.76","0.3","56.47"
"1","2018-12-31T23:52:29.000","2019-01-01T00:19:51.000","1","4.40","1","N","148","163","1","19.5","0.5","0.5","2.5","0","0.3","23.3"
"1","2018-12-31T23:52:28.000","2019-01-01T00:19:33.000","1","16.40","4","N","138","265","1","49","0.5","0.5","10.05","0","0.3","60.35"
"2","2018-12-31T23:52:27.000","2019-01-01T00:06:21.000","1","2.73","1","N","74","237","2","11.5","0.5","0.5","0","0","0.3","12.8"
"2","2018-12-31T23:52:26.000","2019-01-01T00:05:41.000","6","2.41","1","N","142","262","1","11.5","0.5","0.5","2.56","0","0.3","15.36"
"2","2018-12-31T23:52:25.000","2019-01-01T00:02:21.000","1","0.64","1","N","142","48","2","7","0.5","0.5","0","0","0.3","8.3"
"2","2018-12-31T23:52:23.000","2018-12-31T23:54:50.000","1","0.41","1","N","262","140","1","4","0.5","0.5","1.06","0","0.3","6.36"
"2","2018-12-31T23:52:23.000","2019-01-01T00:04:44.000","1","4.32","1","N","263","224","1","14.5","0.5","0.5","3.16","0","0.3","18.96"
"1","2018-12-31T23:52:22.000","2018-12-31T23:59:04.000","2","0.70","1","N","162","161","1","6","0.5","0.5","1.45","0","0.3","8.75"
"1","2018-12-31T23:52:21.000","2018-12-31T23:55:03.000","1","0.20","1","N","246","48","2","3.5","0.5","0.5","0","0","0.3","4.8"
"1","2018-12-31T23:52:21.000","2019-01-01T00:00:11.000","1","1.70","1","N","237","239","2","7.5","0.5","0.5","0","0","0.3","8.8"
"1","2018-12-31T23:52:20.000","2018-12-31T23:55:14.000","1","1.00","1","N","186","249","1","4.5","0.5","0.5","1","0","0.3","6.8"
"2","2018-12-31T23:52:20.000","2018-12-31T23:59:45.000","1","1.77","1","N","262","238","2","8","0.5","0.5","0","0","0.3","9.3"
"1","2018-12-31T23:52:19.000","2019-01-01T00:10:24.000","0","4.20","1","N","50","263","1","16","0.5","0.5","4.3","0","0.3","21.6"
"2","2018-12-31T23:52:18.000","2019-01-01T00:04:03.000","1","3.10","1","N","166","263","1","12","0.5","0.5","2.66","0","0.3","15.96"
"1","2018-12-31T23:52:18.000","2019-01-01T00:17:25.000","1","8.80","1","N","249","227","1","27.5","0.5","0.5","0","0","0.3","28.8"
"1","2018-12-31T23:52:18.000","2019-01-01T00:16:32.000","1","4.60","1","N","209","144","1","19.5","0.5","0.5","4.15","0","0.3","24.95"
"2","2018-12-31T23:52:17.000","2019-01-01T00:05:11.000","1","5.18","1","N","79","263","2","16.5","0.5","0.5","0","0","0.3","17.8"
"1","2018-12-31T23:52:16.000","2019-01-01T00:00:12.000","1","1.50","1","N","79","234","2","7","0.5","0.5","0","0","0.3","8.3"
"2","2018-12-31T23:52:15.000","2019-01-01T00:11:21.000","1","9.17","1","N","138","164","2","27","0.5","0.5","0","5.76","0.3","34.06"
"1","2018-12-31T23:52:15.000","2018-12-31T23:56:03.000","1","0.50","1","N","229","162","1","4.5","0.5","0.5","0.58","0","0.3","6.38"
"1","2018-12-31T23:52:12.000","2018-12-31T23:54:58.000","1","0.60","1","N","41","166","2","4.5","0.5","0.5","0","0","0.3","5.8"
"1","2018-12-31T23:52:12.000","2019-01-01T00:30:15.000","2","2.30","1","N","164","48","1","22","0.5","0.5","4.65","0","0.3","27.95"
"2","2018-12-31T23:52:11.000","2019-01-01T00:09:32.000","6","1.93","1","N","186","163","2","12","0.5","0.5","0","0","0.3","13.3"
"2","2018-12-31T23:52:09.000","2019-01-01T00:00:18.000","1","1.05","1","N","79","148","2","7","0.5","0.5","0","0","0.3","8.3"
"1","2018-12-31T23:52:09.000","2018-12-31T23:59:12.000","0","1.60","1","N","142","162","1","7.5","0.5","0.5","5","0","0.3","13.8"
"2","2018-12-31T23:52:07.000","2019-01-01T00:05:21.000","1","2.12","1","N","158","164","1","10.5","0.5","0.5","1.77","0","0.3","13.57"
"2","2018-12-31T23:52:07.000","2019-01-01T00:06:20.000","1","1.41","1","N","79","249","1","10","0.5","0.5","2.82","0","0.3","14.12"
"2","2018-12-31T23:52:07.000","2019-01-01T00:04:53.000","1","6.23","1","N","48","244","1","18.5","0.5","0.5","3.96","0","0.3","23.76"
"2","2018-12-31T23:52:05.000","2018-12-31T23:57:53.000","2","1.66","1","N","146","179","2","7","0.5","0.5","0","0","0.3","8.3"
"2","2018-12-31T23:52:04.000","2018-12-31T23:53:03.000","4","0.32","1","N","75","263","2","3","0.5","0.5","0","0","0.3","4.3"
"2","2018-12-31T23:52:04.000","2019-01-01T00:19:42.000","2","16.06","2","N","132","186","1","52","0","0.5","11.71","5.76","0.3","70.27"
"2","2018-12-31T23:52:03.000","2019-01-01T00:10:54.000","1","3.51","1","N","161","125","1","15","0.5","0.5","1","0","0.3","17.3"
"2","2018-12-31T23:52:02.000","2019-01-01T00:02:42.000","5","1.47","1","N","170","162","2","8.5","0.5","0.5","0","0","0.3","9.8"
"2","2018-12-31T23:52:02.000","2018-12-31T23:53:56.000","1","0.32","1","N","255","255","2","3.5","0.5","0.5","0","0","0.3","4.8"
"2","2018-12-31T23:52:02.000","2019-01-01T00:02:50.000","1","2.35","1","N","69","20","2","9.5","0.5","0.5","0","0","0.3","10.8"
"1","2018-12-31T23:52:01.000","2018-12-31T23:56:41.000","2","0.70","1","N","264","264","2","5","0.5","0.5","0","0","0.3","6.3"
"1","2018-12-31T23:52:01.000","2019-01-01T00:03:37.000","3","1.10","1","N","68","50","2","8.5","0.5","0.5","0","0","0.3","9.8"
"2","2018-12-31T23:52:00.000","2019-01-01T00:06:03.000","2","3.04","1","N","211","137","1","13.5","0.5","0.5","3.7","0","0.3","18.5"
"2","2018-12-31T23:51:58.000","2019-01-01T00:06:30.000","1","4.24","1","N","66","79","1","15","0.5","0.5","1","0","0.3","17.3"
"2","2018-12-31T23:51:58.000","2019-01-01T00:00:35.000","1","1.45","1","N","164","79","1","7.5","0.5","0.5","1.5","0","0.3","10.3"
"2","2018-12-31T23:51:58.000","2019-01-01T00:01:57.000","2","1.12","1","N","237","161","1","7","0.5","0.5","1.66","0","0.3","9.96"
"2","2018-12-31T23:51:55.000","2018-12-31T23:57:16.000","6","1.11","1","N","143","48","1","6","0.5","0.5","1.46","0","0.3","8.76"
"4","2018-12-31T23:51:53.000","2018-12-31T23:57:18.000","1","0.86","1","N","114","79","2","5.5","0.5","0.5","0","0","0.3","6.8"
"1","2018-12-31T23:51:52.000","2019-01-01T00:27:30.000","1","10.30","1","N","48","70","1","34.5","0.5","0.5","3","5.76","0.3","44.56"
"2","2018-12-31T23:51:52.000","2018-12-31T23:58:58.000","1","0.53","1","N","234","234","1","6","0.5","0.5","1.82","0","0.3","9.12"
"2","2018-12-31T23:51:52.000","2018-12-31T23:55:51.000","1","0.94","1","N","236","141","2","5.5","0.5","0.5","0","0","0.3","6.8"
"2","2018-12-31T23:51:51.000","2019-01-01T00:00:39.000","5","1.76","1","N","239","236","1","8.5","0.5","0.5","0.98","0","0.3","10.78"
"2","2018-12-31T23:51:51.000","2018-12-31T23:57:22.000","1","0.88","1","N","239","238","1","6","0.5","0.5","1.46","0","0.3","8.76"
"2","2018-12-31T23:51:50.000","2019-01-01T00:01:06.000","1","1.64","1","N","146","226","2","8.5","0.5","0.5","0","0","0.3","9.8"
"2","2018-12-31T23:51:50.000","2019-01-01T00:00:42.000","1","1.45","1","N","170","170","2","8","0.5","0.5","0","0","0.3","9.3"
"1","2018-12-31T23:51:50.000","2019-01-01T00:30:34.000","1","18.40","2","N","132","4","2","52","0","0.5","0","0","0.3","52.8"
"2","2018-12-31T23:51:49.000","2019-01-01T00:01:23.000","1","1.41","1","N","231","148","2","8","0.5","0.5","0","0","0.3","9.3"
"2","2018-12-31T23:51:49.000","2019-01-01T00:12:51.000","1","8.49","1","N","138","256","1","26","0.5","0.5","8.19","0","0.3","35.49"
"2","2018-12-31T23:51:48.000","2018-12-31T23:56:31.000","2","1.03","1","N","68","68","1","5.5","0.5","0.5","1.36","0","0.3","8.16"
"2","2018-12-31T23:51:48.000","2018-12-31T23:56:03.000","1","1.02","1","N","48","142","1","5.5","0.5","0.5","1","0","0.3","7.8"
"1","2018-12-31T23:51:48.000","2019-01-01T00:29:18.000","2","12.80","1","N","132","188","1","40.5","0.5","0.5","8.35","0","0.3","50.15"
"2","2018-12-31T23:51:47.000","2019-01-01T00:19:31.000","4","13.05","5","N","132","265","2","75","0","0","0","0","0.3","75.3"
"2","2018-12-31T23:51:47.000","2018-12-31T23:54:57.000","1","0.45","1","N","114","79","2","4","0.5","0.5","0","0","0.3","5.3"
"2","2018-12-31T23:51:45.000","2018-12-31T23:59:13.000","4","1.20","1","N","261","45","2","7","0.5","0.5","0","0","0.3","8.3"
"1","2018-12-31T23:51:45.000","2019-01-01T00:27:27.000","2","20.40","2","N","132","239","1","52","0","0.5","14.6","5.76","0.3","73.16"
"1","2018-12-31T23:51:45.000","2018-12-31T23:57:31.000","1","1.10","1","N","79","148","2","6","0.5","0.5","0","0","0.3","7.3"
"1","2018-12-31T23:51:44.000","2019-01-01T00:03:44.000","1","1.90","1","N","68","233","1","9.5","0.5","0.5","3.2","0","0.3","14"
"2","2018-12-31T23:51:44.000","2019-01-01T00:00:25.000","1","1.28","1","N","234","79","2","7.5","0.5","0.5","0","0","0.3","8.8"
"1","2018-12-31T23:51:44.000","2019-01-01T00:05:24.000","1","7.70","1","N","238","220","1","22.5","0.5","0.5","4.36","5.28","0.3","33.44"
"2","2018-12-31T23:51:44.000","2019-01-01T00:01:41.000","5","2.17","1","N","163","262","1","9","0.5","0.5","1.8","0","0.3","12.1"
"2","2018-12-31T23:51:44.000","2018-12-31T23:58:13.000","1","1.29","1","N","42","41","2","7","0.5","0.5","0","0","0.3","8.3"
"2","2018-12-31T23:51:43.000","2019-01-01T00:27:36.000","1","21.59","2","N","132","142","1","52","0","0.5","7","5.76","0.3","65.56"
"2","2018-12-31T23:51:43.000","2019-01-01T00:20:59.000","1","11.52","1","N","132","188","2","34.5","0.5","0.5","0","0","0.3","35.8"
"2","2018-12-31T23:51:42.000","2019-01-01T00:12:50.000","1","5.16","1","N","234","226","1","18.5","0.5","0.5","4.95","0","0.3","24.75"
"2","2018-12-31T23:51:41.000","2019-01-01T00:24:15.000","1","19.79","1","N","132","181","1","54","0.5","0.5","13.82","0","0.3","69.12"
"1","2018-12-31T23:51:41.000","2019-01-01T00:08:18.000","1","1.30","1","N","137","186","1","11","0.5","0.5","0","0","0.3","12.3"
"2","2018-12-31T23:51:41.000","2018-12-31T23:55:22.000","1","0.56","1","N","79","107","2","4.5","0.5","0.5","0","0","0.3","5.8"
"2","2018-12-31T23:51:41.000","2019-01-01T00:10:29.000","1","6.61","1","N","48","74","2","21","0.5","0.5","0","0","0.3","22.3"
"2","2018-12-31T23:51:41.000","2019-01-01T00:01:11.000","1","0.96","1","N","48","68","1","7.5","0.5","0.5","1.32","0","0.3","10.12"
"2","2018-12-31T23:51:39.000","2019-01-01T00:09:44.000","1","1.06","1","N","100","170","1","11.5","0.5","0.5","2.56","0","0.3","15.36"
"1","2018-12-31T23:51:38.000","2018-12-31T23:56:41.000","2","0.90","1","N","148","232","2","5.5","0.5","0.5","0","0","0.3","6.8"
"2","2018-12-31T23:51:38.000","2018-12-31T23:58:09.000","5","0.92","1","N","249","79","2","6","0.5","0.5","0","0","0.3","7.3"
"2","2018-12-31T23:51:37.000","2018-12-31T23:59:57.000","3","1.14","1","N","211","90","1","7","0.5","0.5","1.66","0","0.3","9.96"
"1","2018-12-31T23:51:37.000","2019-01-01T00:02:46.000","1","2.50","1","N","144","261","1","11","0.5","0.5","2.45","0","0.3","14.75"
"2","2018-12-31T23:51:36.000","2018-12-31T23:52:25.000","2","0.13","1","N","170","170","2","2.5","0.5","0.5","0","0","0.3","3.8"
"2","2018-12-31T23:51:35.000","2018-12-31T23:54:07.000","2","0.68","1","N","238","151","1","4","0.5","0.5","1.06","0","0.3","6.36"
"2","2018-12-31T23:51:35.000","2018-12-31T23:58:32.000","6","1.37","1","N","97","190","2","7","0.5","0.5","0","0","0.3","8.3"
"2","2018-12-31T23:51:33.000","2019-01-01T00:17:14.000","1","14.64","1","N","138","101","1","41","0.5","0.5","8.46","0","0.3","50.76"
"1","2018-12-31T23:51:33.000","2018-12-31T23:58:12.000","1","1.80","1","N","146","7","2","7.5","0.5","0.5","0","0","0.3","8.8"
"2","2018-12-31T23:51:33.000","2019-01-01T00:01:49.000","1","5.29","1","N","132","203","2","16.5","0.5","0.5","0","0","0.3","17.8"
"1","2018-12-31T23:51:33.000","2019-01-01T00:18:58.000","1","18.70","2","N","132","263","1","52","0","0.5","11.7","5.76","0.3","70.26"
"2","2018-12-31T23:51:33.000","2019-01-01T00:31:52.000","1","18.45","2","N","132","68","1","52","0","0.5","13","5.76","0.3","71.56"
"2","2018-12-31T23:51:32.000","2019-01-01T00:02:42.000","1","0.91","1","N","186","164","2","8.5","0.5","0.5","0","0","0.3","9.8"
"2","2018-12-31T23:51:31.000","2018-12-31T23:54:57.000","3","0.53","1","N","75","264","2","4.5","0.5","0.5","0","0","0.3","5.8"
"2","2018-12-31T23:51:31.000","2018-12-31T23:58:16.000","1","1.30","1","N","79","4","2","7","0.5","0.5","0","0","0.3","8.3"
"2","2018-12-31T23:51:31.000","2019-01-01T00:09:33.000","1","5.00","1","N","238","246","1","18","0.5","0.5","3.86","0","0.3","23.16"
"2","2018-12-31T23:51:30.000","2018-12-31T23:55:45.000","1","1.05","1","N","237","236","1","5.5","0.5","0.5","1.02","0","0.3","7.82"
"2","2018-12-31T23:51:29.000","2019-01-01T00:06:52.000","1","2.22","1","N","264","264","1","12","0.5","0.5","3.99","0","0.3","17.29"
"2","2018-12-31T23:51:28.000","2019-01-01T00:00:25.000","1","2.61","1","N","41","43","1","10","0.5","0.5","2.26","0","0.3","13.56"
"1","2018-12-31T23:51:27.000","2019-01-01T00:01:06.000","1","2.00","1","N","237","143","2","9.5","0.5","0.5","0","0","0.3","10.8"
"2","2018-12-31T23:51:27.000","2018-12-31T23:59:36.000","2","2.41","1","N","79","162","2","9","0.5","0.5","0","0","0.3","10.3"
"2","2018-12-31T23:51:26.000","2018-12-31T23:59:52.000","2","0.86","1","N","237","161","2","7","0.5","0.5","0","0","0.3","8.3"
